wave_type,mean,max,min,sign,disorder
Delta,-28.533886635051118,-13.813971113114764,-48.15827503556669,negative,depression
Alpha,-48.450461063725605,-33.409274987212854,-64.53701161866022,negative,depression
Gamma,-23.185366064103075,-21.272427653227325,-38.317289010845045,negative,insomnia
Gamma,5.555864973532465,14.906914658325167,-5.732255448135737,positive,depression
Alpha,13.456191341275925,32.62334616965066,7.0706609149178306,positive,stress
Delta,-33.99786499304099,-18.007382915978262,-42.360657484388014,negative,neutral
Gamma,-24.336556745104932,-21.88800453769429,-44.24399781526556,negative,insomnia
Delta,35.095800375948585,41.698423494244345,27.433052068857855,positive,insomnia
Theta,15.292839392544323,19.85726498544489,14.92149720212588,positive,insomnia
Delta,37.46142155845422,47.90856203949957,27.78132377204871,positive,insomnia
Alpha,33.76162813180282,53.66706545851626,22.06350607258684,positive,neutral
Gamma,-3.8956330756608324,1.854823014459165,-19.546886889262737,negative,anxiety
Beta,-1.5055788263425214,0.7693522079987085,-6.363229226851714,negative,depression
Beta,11.302611943004607,22.42231649096241,-5.087902163958777,positive,anxiety
Theta,-22.742631483352493,-11.80262398455806,-32.07149850149763,negative,neutral
Delta,47.48548810599226,64.4403134529484,37.41940852322327,positive,neutral
Gamma,-31.512829345550475,-13.680711416635948,-49.346697766409676,negative,stress
Beta,-24.73598227720761,-23.31609548650887,-26.583906322445188,negative,insomnia
Delta,21.20937714761986,26.45716253548841,4.52720105598949,positive,insomnia
Theta,-38.474106245434605,-23.67996305394957,-56.549165310857695,negative,anxiety
Beta,-46.90372526852148,-34.28138958689,-59.69527034411946,negative,neutral
Beta,39.0694452977817,52.81861808833519,27.992537818544545,positive,anxiety
Theta,-4.765833007016049,15.177144089751181,-17.66919644787819,negative,anxiety
Alpha,-35.68891060749759,-24.033870558959194,-52.404134903500434,negative,depression
Theta,-11.607612262261888,0.81067407884853,-11.928455863087395,negative,insomnia
Alpha,19.402132271702513,36.15535781003712,12.334007321904364,positive,stress
Alpha,25.090042845774548,40.34781820031468,16.6542500869281,positive,insomnia
Alpha,19.096729409488447,27.067539729968228,8.28839445367305,positive,insomnia
Delta,-27.3587787014162,-13.85077137108871,-41.1377290868918,negative,stress
Gamma,10.92119551354589,30.274922965680858,-0.4958171904714863,positive,neutral
Beta,46.86472352912794,64.36774305337782,43.300283421454054,positive,neutral
Beta,-31.39400809470202,-18.426890174173643,-38.34346944380986,negative,stress
Delta,48.56764790732056,54.396038982704894,39.04617350841943,positive,anxiety
Theta,-38.14876263061878,-24.836813252246763,-42.588403538144995,negative,stress
Theta,22.9872715659083,41.17741513042748,3.445099102163411,positive,anxiety
Beta,6.860306558896269,22.671903181824185,1.4784623393557297,positive,stress
Gamma,24.248213738231655,29.00361415952415,18.035339323074908,positive,insomnia
Delta,35.0185032129653,51.87388046089292,32.82215155765547,positive,insomnia
Theta,-35.217292845846075,-18.65818971693778,-48.07389912655158,negative,stress
Alpha,12.746945509791843,17.32806894460041,11.88708347600485,positive,neutral
Beta,13.150526318560992,14.071478629370468,-1.5252206856028767,positive,stress
Theta,-45.492551238610865,-31.439513127316612,-61.214519651182755,negative,insomnia
Beta,43.077578850393635,49.41953727789199,29.18658296746878,positive,stress
Beta,2.2827250074955145,8.457309459104259,-4.420062451935302,positive,stress
Alpha,30.837881335891936,49.68162765919482,21.353060864390194,positive,insomnia
Beta,33.58649861779122,52.716957807135884,23.566006203397837,positive,stress
Alpha,31.180820116286128,40.381652746223324,21.927551142425397,positive,anxiety
Theta,10.693062809454837,26.424043607148025,-6.557379469033847,positive,stress
Gamma,-3.7478226711854603,4.2642256378478365,-21.763063175687204,negative,depression
Alpha,-12.291466310278075,-8.62540560350677,-26.954205114959883,negative,depression
Beta,-5.6845625308900125,-2.6577287643548684,-22.193401538824073,negative,depression
Alpha,46.09026593769944,61.11787253965613,43.8060002865102,positive,neutral
Delta,6.8643279753037945,9.266570674451998,0.6801018570323603,positive,anxiety
Alpha,-10.381498185796822,-8.758410668215506,-24.374575625547365,negative,neutral
Theta,-45.66734903952516,-40.50706353397698,-48.067717711944724,negative,insomnia
Theta,-39.1764461864111,-32.74488523741926,-58.71615423033407,negative,anxiety
Theta,-17.48484135114019,-5.7883665240945525,-20.674804589578887,negative,depression
Beta,-2.403873194673544,-0.5057097144589497,-7.742200795802535,negative,insomnia
Gamma,-12.658366695531598,-8.512934895528804,-25.73000457484115,negative,neutral
Gamma,-4.6743185442603945,2.8907371520563796,-9.954649996528108,negative,depression
Delta,-3.912980674771404,0.8096640585948567,-11.955936570380292,negative,depression
Delta,-42.49088159681057,-37.1297305970776,-55.59804284988208,negative,anxiety
Beta,24.0325214386544,24.722766014919436,18.121822316450057,positive,anxiety
Alpha,-13.69722105147293,-0.3703310297857403,-17.447025571601714,negative,insomnia
Alpha,44.70369061843303,47.78760577643017,35.793662921129524,positive,anxiety
Delta,6.8476094751145595,23.097830553863663,-2.677802421648197,positive,anxiety
Alpha,-45.70822800532823,-36.81154300362941,-52.254789151928144,negative,depression
Alpha,-26.91056854060593,-17.77611007308197,-30.31785810064769,negative,neutral
Gamma,16.81426773807469,33.6834421266404,-2.7318492944486756,positive,insomnia
Theta,-23.764554027260708,-3.930708825845837,-26.117347408820333,negative,anxiety
Beta,25.368308378930152,37.56286758000753,16.584047718946113,positive,anxiety
Beta,-27.13248003529286,-16.03463916881456,-41.599396818518585,negative,depression
Gamma,24.413858492134153,34.54847904512406,21.82921188725128,positive,anxiety
Beta,8.023953186803645,20.198370795907685,-7.081393335626107,positive,depression
Alpha,25.388053999308895,44.21897431081044,20.571808266827702,positive,anxiety
Theta,-0.45453481418081765,17.927447416530388,-13.300143203688458,negative,anxiety
Beta,2.341958889216798,2.3533739317179085,-16.755869703366365,positive,stress
Beta,3.1500650055774315,6.657918586487441,0.0027760668818777035,positive,neutral
Theta,-14.426734175670333,4.25124637244793,-25.215452699282714,negative,neutral
Alpha,27.142873416748472,37.30120945286574,8.362671482608743,positive,anxiety
Beta,9.243841736542791,21.668467775082853,-7.70413620561693,positive,insomnia
Gamma,49.57780323367116,60.90673598374843,44.96936454977255,positive,neutral
Gamma,-29.917791535523108,-26.225951652812466,-43.96761964418754,negative,neutral
Gamma,-46.1163763561168,-41.22189697281496,-57.28852332683659,negative,depression
Theta,16.89180100040106,21.118677134687665,-2.810549173955689,positive,stress
Delta,17.08321847024132,35.169015977668366,-2.095164957609427,positive,neutral
Beta,5.664732149970675,21.952453557059847,-7.621249022682672,positive,stress
Beta,11.504064659373888,29.025154775495157,-0.5510948865650285,positive,insomnia
Alpha,-0.16472107339503594,0.1908292034662491,-9.555662165502168,negative,depression
Gamma,12.694837485105559,18.780237620811505,-5.937095577272313,positive,stress
Gamma,31.866768701620757,37.17808431642652,31.13588225971251,positive,anxiety
Gamma,22.0557257515419,27.07255385048225,19.823116252113362,positive,stress
Alpha,32.428643061331414,52.00949124920294,22.289771059954603,positive,stress
Theta,8.077542399517469,15.31963692373495,-5.329180982811721,positive,stress
Theta,35.60991552477,38.86927826345125,23.96029989647398,positive,insomnia
Beta,-35.900766620377134,-22.64151182705482,-38.24368996356775,negative,stress
Alpha,23.766477714046445,34.10545870822044,5.7331410332733626,positive,neutral
Alpha,42.98172403666737,43.675079905425484,40.2419442003299,positive,neutral
Delta,-5.650618130347226,-4.094999659169533,-5.9525503829561535,negative,neutral
Gamma,-25.287157949307293,-13.240557607471546,-36.63388192780036,negative,stress
Delta,12.001283076450441,13.168447912928585,8.987435120503315,positive,depression
Delta,14.885002297273644,34.21756783085236,13.248178740859336,positive,anxiety
Delta,-18.184877499185514,-6.416943218862418,-36.46717657810852,negative,stress
Beta,14.050820557937186,23.8916316899549,-0.37989812635038334,positive,insomnia
Beta,-33.97180678907273,-21.050373469829974,-35.45701876728487,negative,insomnia
Theta,40.9943170905712,58.15369866512168,33.962678625917896,positive,neutral
Gamma,35.69118644887271,39.751940385667965,23.292207332029882,positive,stress
Delta,-28.544512876285864,-18.73600756621565,-32.146995109836176,negative,neutral
Gamma,21.28980856486531,26.735344897902294,8.254298447949743,positive,neutral
Beta,-20.87153698659231,-3.93517761647853,-39.481059887339995,negative,anxiety
Alpha,-48.48473222475226,-40.506218398994356,-60.988730126961556,negative,neutral
Beta,-32.85558503878114,-27.34458881497484,-40.820290502153526,negative,neutral
Gamma,49.46702346247646,55.08750905397353,48.20432824358969,positive,stress
Theta,6.711175030692573,26.435154829404944,6.572445352702307,positive,insomnia
Alpha,-26.184333477730647,-24.83029888625433,-39.14516993712873,negative,stress
Gamma,23.034763531245446,26.739430581999535,16.56210114802483,positive,insomnia
Gamma,-42.944031312987896,-37.68026660583946,-57.35530459399174,negative,anxiety
Gamma,47.2817797292696,60.37734789119108,46.313521940695324,positive,anxiety
Gamma,-43.827053605943874,-43.58970810523096,-54.73153996216074,negative,insomnia
Gamma,14.95958958194214,24.591382868804022,8.268072618905792,positive,stress
Gamma,29.436232504858637,41.2852897826322,20.323561213600524,positive,stress
Gamma,48.65568574072505,57.48169751640616,33.956536493998115,positive,insomnia
Delta,-21.741349363054564,-16.276152930025834,-26.026895713636403,negative,depression
Delta,45.029983642636964,47.36958440005765,43.4021351970228,positive,neutral
Gamma,25.048598686684016,39.7636090262396,11.3267173127273,positive,depression
Delta,22.0627760858803,25.891783332371126,11.777087473197378,positive,depression
Delta,-19.44692202914292,-13.94311395036603,-21.53377987446394,negative,stress
Beta,-44.67064871643215,-34.34095974665629,-51.89869264590916,negative,neutral
Delta,-35.637725201819514,-26.624170875944046,-53.35204594084232,negative,depression
Beta,48.87839013760559,51.37421090255546,40.26814017675959,positive,neutral
Beta,-43.81481008368179,-30.075621408995435,-57.59742471811345,negative,neutral
Theta,-13.895244490222304,0.7390369063100319,-31.914367433688774,negative,depression
Delta,15.47279761555464,33.55932335878573,10.763357759237694,positive,depression
Delta,-0.3353066543791883,1.604049500180862,-10.474852563758613,negative,neutral
Theta,42.94871667684788,45.75511487950248,36.382534172189715,positive,depression
Delta,-14.728839271216685,3.189938237015671,-16.55401012923793,negative,anxiety
Theta,24.008061952633923,35.97658526818434,13.777426698871022,positive,anxiety
Beta,46.903464183999574,52.94375125655896,41.16853668374907,positive,anxiety
Gamma,-18.154831347389923,1.2201076509277584,-24.259203583796168,negative,depression
Alpha,34.64242429722435,44.549040991912285,21.9953279695753,positive,neutral
Delta,-24.24937033379494,-5.103584242738837,-38.29517221750609,negative,anxiety
Delta,25.974839657907353,31.0952064261465,17.60902812469362,positive,neutral
Beta,41.15842731522761,42.669915092386525,29.39122294233806,positive,depression
Beta,-49.74057004145105,-44.227634384092354,-69.40166668494548,negative,stress
Delta,18.648767711990942,24.984623460030264,14.504450045954075,positive,neutral
Beta,14.326864405743748,33.587520892895554,6.043189472532454,positive,depression
Gamma,-6.738483641474502,-3.207554429501101,-14.59606843561036,negative,insomnia
Alpha,49.52319755709239,66.23081152923766,30.60874842895899,positive,depression
Beta,-45.92371798029484,-38.06044366333755,-60.18552469902632,negative,neutral
Gamma,1.4336173515436386,9.92095032350894,-1.190399571667267,positive,neutral
Gamma,45.714241690214536,48.695618604324885,29.033087505001,positive,insomnia
Theta,-49.12336349617974,-35.464410140279426,-60.009373080683474,negative,anxiety
Theta,-18.80027837855698,-9.255081397774099,-23.71872742432093,negative,insomnia
Gamma,-30.131948621125005,-18.226146883567914,-41.39000183197553,negative,anxiety
Gamma,-9.220277053937842,0.7368531889016321,-20.236089735840856,negative,stress
Beta,-21.74156787532404,-11.568660794713487,-22.403366977489902,negative,stress
Alpha,30.482942433772536,47.62626683563904,15.930263929072863,positive,depression
Beta,-3.452580621357818,12.512028758526679,-22.281963828811143,negative,anxiety
Beta,15.53637187874341,35.42283583153384,14.67858441041511,positive,stress
Gamma,0.04315741282314889,0.236470681162408,-19.75113764216488,positive,anxiety
Delta,14.949261145655456,17.685439212759523,14.875804521220347,positive,insomnia
Delta,46.267056097277475,52.546908794620094,42.48206404063738,positive,anxiety
Theta,-32.0954788936189,-14.70809066406002,-50.87989911922925,negative,insomnia
Theta,15.407087695211658,30.290157076025558,11.655066274718944,positive,depression
Theta,-3.212693499097142,8.97061907643557,-6.467912977413325,negative,depression
Beta,-14.275812578262958,-12.413077992654026,-20.20302039222612,negative,insomnia
Gamma,-46.34193113734186,-33.0916576806597,-53.516751868945676,negative,stress
Alpha,-9.224980882674672,4.158837924120514,-27.352095507039508,negative,neutral
Alpha,-30.907736162520692,-20.409089427985805,-48.106167552609634,negative,anxiety
Alpha,15.708490736859204,23.491195255473382,4.883136410454277,positive,insomnia
Gamma,10.970412113768823,15.246327812831323,-4.43208935496366,positive,stress
Delta,40.875235764740694,42.996651459022445,31.082354477058544,positive,anxiety
Theta,-4.333369434198609,9.73271479292454,-21.599715450347087,negative,insomnia
Theta,36.729056740796835,53.97783098234687,20.197554289728792,positive,anxiety
Alpha,-15.85954509600608,0.0019639294801621077,-21.341299462221333,negative,anxiety
Delta,-11.955882963848971,-3.6367529822343965,-20.93494798674214,negative,stress
Delta,22.91623451607184,36.66029901336894,10.979616449017378,positive,anxiety
Theta,-17.27991662272914,-5.583847180133649,-36.515689826055365,negative,insomnia
Gamma,-26.02100378313741,-25.70023780576325,-29.18129620907639,negative,neutral
Gamma,24.534349633335452,39.5176598000415,12.356887090422097,positive,insomnia
Theta,-14.72798987115732,1.7732180641549071,-30.009500477493976,negative,neutral
Gamma,-38.09336935687499,-26.88119284894879,-45.748277931704465,negative,neutral
Alpha,-45.72665324940588,-37.94373165311787,-62.06824784618831,negative,neutral
Gamma,36.01461150601841,45.35016833088352,29.7890562575614,positive,stress
Delta,-27.909048853295527,-25.772492465862413,-33.029752357628965,negative,neutral
Theta,-37.03097129416838,-27.207991216279154,-48.89778465151504,negative,stress
Gamma,-31.99401181486924,-27.02164172905087,-51.89850475148357,negative,depression
Alpha,38.30866797646459,44.53804514518836,22.898289923586322,positive,stress
Alpha,0.2980061514533787,14.749620015408977,-15.861014542738992,positive,neutral
Alpha,-25.072990947083074,-18.173792541437248,-40.107634245995825,negative,stress
Beta,-28.67817115288185,-10.059684143132017,-32.261238711960495,negative,depression
Gamma,8.674818213167434,21.79521279447663,-7.493095389883315,positive,neutral
Delta,21.87678886660123,25.375916863383623,6.433179623144605,positive,insomnia
Theta,28.440600832483526,43.499438503603145,10.010834204612479,positive,neutral
Beta,-31.496684457829826,-14.673144018793497,-42.08381902283047,negative,stress
Gamma,-6.521341268623168,1.798226554915166,-14.31286859159822,negative,anxiety
Gamma,2.9983934455978556,11.054320663540953,-2.400934458884036,positive,neutral
Beta,-32.86297295615008,-20.162152358258748,-42.991346110783404,negative,stress
Alpha,-36.630183065309694,-28.858519684838154,-39.45398826512703,negative,stress
Theta,-40.078234510948576,-34.636171781204425,-40.522203623394155,negative,neutral
Theta,-40.985941414388726,-23.692103207809318,-52.67672095064035,negative,stress
Beta,-19.552105976345345,-0.25684818864778336,-24.245839844115494,negative,depression
Theta,47.631822053738574,48.69090392236088,41.26764308703314,positive,depression
Beta,-24.921657635004312,-22.536928824662887,-25.22672175403351,negative,anxiety
Alpha,-3.1867707003051535,6.895807323505473,-12.71500713656469,negative,stress
Alpha,-27.15101785446764,-22.543526965031344,-44.00796912913276,negative,neutral
Delta,-37.03085241111735,-33.02839960973779,-50.864613927702536,negative,stress
Alpha,-42.25558407552937,-25.158550097577482,-59.17164187410674,negative,depression
Gamma,-36.28298182747638,-27.008960410229623,-50.95715709738836,negative,insomnia
Gamma,-19.409382015268505,-16.126584187496732,-23.814233775617964,negative,depression
Delta,-20.683025487692607,-17.228655339611436,-32.57421973835207,negative,depression
Beta,49.909885502212774,55.494932533236906,47.24303815266579,positive,stress
Gamma,-9.309545069646404,8.922037855345472,-18.20133763264683,negative,anxiety
Alpha,-35.69008278695037,-26.067319952840954,-35.70205131140242,negative,anxiety
Gamma,-2.876345496550506,-0.3114784927301626,-14.747897199975425,negative,neutral
Alpha,29.93337040742547,45.02387226067822,28.46422047080418,positive,insomnia
Beta,-36.05900566617731,-23.084206772885132,-42.53118441223962,negative,insomnia
Delta,-38.8077561388548,-26.894534588099905,-57.58414479405921,negative,depression
Alpha,38.07717049595455,42.547782899664774,26.481697586142804,positive,insomnia
Theta,10.655003292396891,25.253630010416813,-3.5895000122803538,positive,neutral
Gamma,29.39293811955406,30.863847042512823,14.57064171495921,positive,anxiety
Gamma,-22.26174540212329,-5.436251724487754,-39.361457734444585,negative,insomnia
Theta,-18.514998233296087,-8.281155144421126,-28.339224625723894,negative,stress
Delta,-4.930512101898188,0.7566072694640535,-16.201443932629765,negative,neutral
Delta,-2.549381816163276,14.425647206739338,-15.357677368357765,negative,stress
Gamma,28.106316641404803,45.578306852763035,13.519696473598309,positive,neutral
Theta,-47.8154424874286,-42.38623523557451,-48.39852364850228,negative,stress
Theta,-8.005303172192711,-1.2289394719094595,-22.52104153290656,negative,neutral
Alpha,-0.36880157558903903,4.720473163140791,-15.97463626410262,negative,stress
Gamma,-30.995417436080896,-22.402816933033044,-35.660502263003096,negative,anxiety
Beta,-0.3222102380977887,12.957942541469134,-9.880513636347256,negative,insomnia
Theta,-24.851098182507037,-7.764286924879954,-29.262409858088496,negative,anxiety
Gamma,47.55445486511071,61.114107107110414,32.751904548422694,positive,depression
Beta,15.566657116236485,15.791511058725717,0.33907599858595816,positive,stress
Delta,9.579752642927673,20.029010609822993,0.4142612101403884,positive,anxiety
Delta,-16.230441315635133,-7.651591350394996,-25.385012937887176,negative,depression
Theta,22.587604132472293,32.814043391887324,8.631424079084644,positive,depression
Delta,-6.280543290659182,11.416076082076373,-22.872067903758783,negative,depression
Alpha,-13.021700298097812,6.802494199256188,-25.390938159857825,negative,stress
Gamma,-4.035357700736121,-0.5502100876179008,-19.634957996397322,negative,anxiety
Alpha,-39.16710772403865,-30.813092655204272,-44.8910771990475,negative,stress
Theta,5.071874792431188,11.520355835381382,0.04469415284958078,positive,anxiety
Delta,44.88355329222766,50.465800394932934,25.408881903424167,positive,depression
Beta,-39.18488746686042,-29.79830710933115,-51.18778979584081,negative,stress
Alpha,-11.187385292841967,-8.214619667224788,-13.943194589811515,negative,insomnia
Beta,28.74185228777752,38.861813456585345,10.798704214271286,positive,depression
Delta,-39.42346634843924,-33.052595067762994,-48.22541417897686,negative,stress
Alpha,15.06686244273422,29.27648171835283,-0.22191156877760143,positive,stress
Delta,6.958981231103536,11.198350120915084,1.9976029551166397,positive,stress
Delta,44.040361776244424,63.31573155717166,29.065246334526655,positive,insomnia
Theta,5.788309518009008,9.786923803263047,-1.9488289432642265,positive,anxiety
Gamma,-38.84728936204873,-36.20178113483426,-47.83792468004672,negative,neutral
Gamma,-18.23939415655359,0.38239901795931885,-29.598299992896816,negative,anxiety
Theta,11.006728687328739,22.745615053450308,-4.659946138621281,positive,anxiety
Theta,30.934798526723128,47.55842080412228,18.65786991114922,positive,stress
Delta,-17.719491359563953,-4.1458557461910495,-35.52753581553235,negative,insomnia
Gamma,-34.76116537506078,-28.526142833719994,-37.997740069399526,negative,anxiety
Theta,-6.599471508846136,-5.219558238241785,-13.167344822019835,negative,insomnia
Theta,38.486046231422975,55.28324980295209,30.280695717474103,positive,insomnia
Theta,14.75176259555893,22.509834558463602,3.0930134832201084,positive,depression
Alpha,-16.984104955523364,-3.8981819572754617,-36.30098664099195,negative,depression
Alpha,-8.571842852729773,3.6219378259265405,-20.447334145554677,negative,insomnia
Delta,29.206262553070545,46.38516515498995,14.474266980210515,positive,stress
Gamma,22.35036916902915,39.33889881327851,7.803463521710835,positive,stress
Theta,35.63720600301703,50.92120538584205,29.517618948008572,positive,depression
Beta,12.24260943218659,18.861207097347144,-1.5224223795713154,positive,insomnia
Alpha,31.35174669162035,50.43170006554133,14.209029406492746,positive,anxiety
Beta,-16.67019727534558,1.996925061993661,-32.79282670268413,negative,stress
Alpha,-32.063534056679075,-15.318127429854353,-32.12577783897854,negative,insomnia
Gamma,24.629293466327866,33.652483128455444,10.255752826112698,positive,neutral
Theta,-30.55253866409049,-18.149310453723192,-35.60184228022863,negative,stress
Beta,39.42835862439185,42.67533072876121,36.029868683758956,positive,anxiety
Alpha,22.710725906937355,36.834474229498696,13.981012820287757,positive,stress
Alpha,-8.230588382023726,-6.264341304920685,-26.145336840190094,negative,insomnia
Delta,49.897247513672454,57.59653871947101,47.54003622840346,positive,insomnia
Delta,9.554360051741227,25.02090896850349,-3.52308081770078,positive,stress
Gamma,-1.7769033912224188,0.8580134146465532,-5.975675816103379,negative,stress
Gamma,-35.30757236637429,-30.235479709542666,-49.18275653376028,negative,depression
Delta,9.758407798090559,13.195384860449256,9.41362118994467,positive,anxiety
Delta,-7.325005122475524,-3.424246862642043,-7.446780437036296,negative,anxiety
Beta,27.140126694027785,41.642655045368386,17.273777698752166,positive,stress
Gamma,46.62095757806557,57.01053519982392,38.977074957082756,positive,depression
Beta,-42.43575100808958,-41.86886284408797,-53.29551987954166,negative,depression
Beta,27.715671371913032,34.516618224761885,20.774471705100893,positive,stress
Theta,49.147687174900994,56.38651480817055,32.044288523487495,positive,insomnia
Alpha,-12.83924382648808,-4.293599642051351,-20.684536915886817,negative,insomnia
Theta,-4.890606141295741,-4.722565302803446,-7.323610276106822,negative,insomnia
Alpha,19.76368485136905,28.55704934732494,5.536312865615688,positive,depression
Gamma,24.116729908619533,33.00362937158138,5.587282560221293,positive,neutral
Alpha,-41.9005587068829,-28.4590574919609,-47.271797480439524,negative,anxiety
Delta,23.9969734673858,31.265751926874415,22.86658398113834,positive,insomnia
Delta,26.831102042610084,35.32520984959801,26.273217336500874,positive,stress
Theta,-11.969763012262803,1.533219718960975,-28.19861605114264,negative,stress
Alpha,-2.2570296861427295,11.88514494683979,-7.854051862521073,negative,depression
Gamma,-3.735541788646998,-2.8990663947526665,-9.18051210130195,negative,stress
Alpha,29.7701151650743,42.363520861632765,16.774465916127745,positive,neutral
Delta,34.48650496013008,36.01381083039587,28.162476862230854,positive,stress
Theta,-19.9192335240979,-14.586918998423915,-22.548826452657046,negative,anxiety
Beta,12.27787351308507,17.580056667649163,-0.1704668554732791,positive,anxiety
Theta,21.861362422671988,30.668151783440386,4.960475114351098,positive,neutral
Delta,-17.581409639163425,-15.207965443083815,-23.87979170809762,negative,insomnia
Delta,47.109284009548944,47.97558108435988,27.327206711244074,positive,stress
Theta,32.45390633359396,34.4212043698369,17.42950556289953,positive,depression
Gamma,34.17083480195896,47.93176832863991,30.18246367760931,positive,anxiety
Theta,39.793433281296586,51.55103057994515,24.937520507944377,positive,anxiety
Gamma,41.009336315893236,57.75949230181983,32.586792389023934,positive,anxiety
Theta,36.23771344386145,43.023776314150325,28.97353973115105,positive,stress
Gamma,-34.460888367678166,-15.77461891327124,-48.89158548063051,negative,anxiety
Theta,-13.944135324714011,-11.378564513689533,-21.237035444782002,negative,neutral
Gamma,-49.26522922398435,-45.68425822972504,-58.54095278038591,negative,depression
Beta,-45.795669018128905,-44.644876538703784,-54.79857894926407,negative,stress
Alpha,35.231783752833266,43.18093646584316,32.21436232225944,positive,anxiety
Gamma,-13.845445845877016,4.755903208240724,-32.38732169867197,negative,neutral
Alpha,27.859252701291666,41.80246198074826,23.491987647439537,positive,anxiety
Delta,-36.79653328094126,-22.855108373265708,-55.621533123579496,negative,neutral
Beta,-42.43930993267237,-23.95614673211377,-55.968343041240836,negative,stress
Gamma,-9.317797462380916,-8.260739387646563,-13.806073590173524,negative,insomnia
Alpha,-11.209354617475206,2.8159464073637768,-13.080355853916425,negative,neutral
Delta,-3.003163432329437,-0.7535044264712258,-18.21520448750581,negative,neutral
Gamma,-44.44967671216724,-31.664593628713842,-59.10822082288452,negative,insomnia
Alpha,5.561849332417559,13.523791805878428,4.006858926934191,positive,neutral
Beta,-31.801713019378695,-17.058833737191716,-36.62656290710388,negative,anxiety
Alpha,21.76320215753485,31.09700142352763,16.48624152385323,positive,stress
Delta,-23.190134070634016,-15.660347942876188,-35.54868764839247,negative,stress
Beta,-37.238986208861135,-26.18235450241457,-37.962993396072065,negative,anxiety
Beta,24.87411175475806,39.102291220601124,21.103150916484932,positive,depression
Theta,-17.395935464881376,-1.708214703966389,-23.385217666893325,negative,neutral
Theta,27.870331613202467,46.06865857587454,9.831487587701602,positive,anxiety
Gamma,-48.330097691216444,-30.063308927092486,-65.71860626113184,negative,anxiety
Alpha,-39.56527531566364,-19.9298860668494,-54.30125715642757,negative,stress
Theta,-36.712939601442415,-21.357973934165997,-56.446864694333975,negative,depression
Alpha,49.21926765572448,62.774332271435284,46.5923642992454,positive,anxiety
Gamma,18.525153443866742,27.10520891047942,3.435520859777256,positive,neutral
Theta,36.993720984781476,53.49894068836706,36.609012007522274,positive,stress
Gamma,22.190253393061994,36.94095100837271,19.60353997544661,positive,depression
Beta,-32.576467307385094,-30.30039107679512,-38.135967973045,negative,neutral
Delta,-39.001782859968024,-28.818492720540057,-53.89020657781657,negative,insomnia
Alpha,-18.130433597615834,-17.39017751492807,-22.50788266027422,negative,depression
Beta,-29.54229304330821,-10.53136392053188,-44.99339913369676,negative,anxiety
Alpha,33.272817855564824,34.44679195793782,28.280767677220684,positive,stress
Beta,-43.06407863621406,-25.32485635595145,-55.492461360109026,negative,anxiety
Theta,-8.967238596845803,1.6179286162825903,-28.78614547997136,negative,insomnia
Beta,-3.9624886275336664,7.369975194613785,-8.949644562126064,negative,anxiety
Beta,-35.51455681632925,-17.38142923882484,-38.03520479295722,negative,neutral
Gamma,-32.70570434007281,-19.659689127307626,-49.53728590046431,negative,anxiety
Delta,-23.792982941328233,-20.488365182335244,-31.294521486998644,negative,anxiety
Alpha,-10.995080137587529,-4.076006854070725,-13.554864896454594,negative,insomnia
Gamma,-31.2434327188969,-16.489878108790524,-46.74569702174723,negative,depression
Beta,-30.109926802721798,-29.861216184188745,-45.17217537330647,negative,insomnia
Delta,26.417425851685863,27.407882513666898,10.740994226501474,positive,neutral
Delta,-37.25429099019338,-36.83038453351956,-44.77624391825638,negative,anxiety
Gamma,-46.455189634012704,-45.45571888164097,-64.53938267169536,negative,depression
Beta,-0.9847139106082352,2.5257147699417866,-14.402691520698008,negative,anxiety
Beta,49.13991970819535,59.456183868994216,30.940264170262758,positive,neutral
Theta,33.424154596638644,49.786256386261414,16.592185919829994,positive,neutral
Theta,-25.142772356124766,-24.882760705392613,-38.0431924315526,negative,insomnia
Beta,1.0476078468458354,6.2275135340520915,-1.1576448228104992,positive,depression
Theta,35.07739128021012,35.54629931487258,32.537338983023446,positive,insomnia
Beta,-5.933464568387194,3.6087984625213103,-25.401708556835793,negative,neutral
Gamma,-16.05999120405893,-7.672530810844499,-35.67532535454849,negative,stress
Gamma,-3.1204749557715914,9.655010164168191,-6.067926699128957,negative,insomnia
Beta,-13.3756338679529,-5.667418162410279,-15.485676355191256,negative,neutral
Beta,-20.419488118087802,-8.474875029986183,-25.31086567519141,negative,anxiety
Beta,-38.61103425996916,-26.334100911949545,-52.81955467118681,negative,anxiety
Alpha,15.837165364161194,30.02027531915185,3.8731031769985886,positive,insomnia
Gamma,32.874453865463536,37.44072995324578,28.941140044328645,positive,depression
Alpha,4.320748668428543,12.081995165307196,-3.3123258400272944,positive,stress
Gamma,-10.256900849459015,3.1155565166029984,-19.721842163370084,negative,neutral
Theta,3.534574170768032,8.236461069394702,-5.851427017371298,positive,insomnia
Theta,11.6291333996273,15.566641656391146,9.19955664215473,positive,stress
Delta,9.798396156527502,24.63228222865318,-7.837404218093006,positive,stress
Gamma,11.587774636417471,19.922746685448324,-4.4831678473183025,positive,anxiety
Gamma,35.75531704527771,54.4694276366985,30.23781514519817,positive,neutral
Gamma,36.30808956200353,47.09399738035299,27.95855585693903,positive,stress
Alpha,-19.938165034915635,-11.005335443259273,-34.89839410817234,negative,depression
